CSV Source,Policy Name,Mapped Section,Confidence,Accuracy,AI Rationale
mapped_policies_output_hf_lexical.csv,"Privilege Escalation risk due to publicly exposed and vulnerable Azure Virtual Machine [OpenSSL, CVE-2022-3786]",Page 4,0.81,High,Content mapped to PDF section on page 4 with confidence 0.81.
mapped_policies_output_hf_lexical.csv,"Privilege Escalation risk due to publicly exposed and vulnerable Azure Virtual Machine [Polkit, CVE-2021-4034]",Page 4,0.81,High,Content mapped to PDF section on page 4 with confidence 0.81.
mapped_policies_output_hf_lexical.csv,"Privilege Escalation risk due to publicly exposed and vulnerable GCP VM instance [OpenSSL, CVE-2022-3786]",Page 4,0.85,High,Content mapped to PDF section on page 4 with confidence 0.85.
mapped_policies_output_hf_lexical.csv,"Privilege Escalation risk due to publicly exposed and vulnerable GCP VM instance [Polkit, CVE-2021-4034]",Page 4,0.85,High,Content mapped to PDF section on page 4 with confidence 0.85.
mapped_policies_output_hf_lexical.csv,Privilege Escalation risk due to unauthenticated public access and insecure permissions in an Azure Function,Page 4,0.76,High,Content mapped to PDF section on page 4 with confidence 0.76.
mapped_policies_output_hf_lexical.csv,Privilege escalation and cross-account lateral movement risk from publicly exposed and unauthenticated AWS lambda function with elevated code execution permissions,Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,Privilege escalation and cross-account lateral movement risk from publicly exposed and vulnerable AWS EC2 instance with elevated code execution permissions,Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,Privilege escalation and lateral movement risk due to a publicly exposed AWS EC2 instance with lateral movement finding to admin in another account,Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,Privilege escalation and lateral movement risk due to a publicly exposed AWS Lambda function with administrative permissions,Page 4,0.74,High,Content mapped to PDF section on page 4 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,Privilege escalation and lateral movement risk due to a publicly exposed AWS Lambda function with lateral movement finding to admin in another account,Page 4,0.74,High,Content mapped to PDF section on page 4 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,Privilege escalation and lateral movement risk due to a publicly exposed Azure Function with administrative permissions,Page 4,0.74,High,Content mapped to PDF section on page 4 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,Privilege escalation and lateral movement risk due to a publicly exposed GCP Cloud Run Service with administrative permissions,Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,Privilege escalation and lateral movement risk due to a publicly exposed GCP Cloud Run Service with basic role assigned,Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,Privilege escalation and lateral movement risk due to a publicly exposed and vulnerable AWS EC2 instance not configured with Metadata Service v2 (IMDSv2),Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,Privilege escalation and lateral movement risk due to a publicly exposed and vulnerable AWS EC2 instance with sensitive EC2 Instance Connect related IAM permissions,Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,Privilege escalation and lateral movement risk due to a publicly exposed and vulnerable Azure Virtual Machine assigned with privilege managed identity permission,Page 4,0.74,High,Content mapped to PDF section on page 4 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,Privilege escalation and lateral movement risk due to a publicly exposed and vulnerable Azure Virtual Machine assigned with privilege role permissions,Page 4,0.74,High,Content mapped to PDF section on page 4 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,Privilege escalation and lateral movement risk due to a publicly exposed and vulnerable GCP Cloud Function with primitive basic role assigned,Page 4,0.74,High,Content mapped to PDF section on page 4 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,Privilege escalation and lateral movement risk due to a publicly exposed and vulnerable GCP VM instance with Compute Engine default service account assigned,Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,Privilege escalation and lateral movement risk due to a publicly exposed and vulnerable GCP VM instance with primitive basic role assigned,Page 4,0.74,High,Content mapped to PDF section on page 4 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,Privilege escalation and unauthorised access risk due to a publicly exposed and unauthenticated AWS Lambda with administrative permissions,Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,Privilege escalation and unauthorised access risk due to a publicly exposed and unauthenticated Azure Function with administrative permissions,Page 4,0.74,High,Content mapped to PDF section on page 4 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,"Privilege escalation and unauthorized access risk due to a publicly exposed AWS EC2 instance with iam:Passrole, lambda:CreateFunction and lambda:InvokeFunction permissions",Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,Privilege escalation or remote command execution risk due to a publicly exposed and vulnerable AWS EC2 instance with excessive SSM permissions,Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to AWS EC2 instance with unusual usage of instance role credentials and privilege escalation permissions,Page 4,0.73,High,Content mapped to PDF section on page 4 with confidence 0.73.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to Azure Guest User with excessive admin privileges inactive for 90 days,Page 4,0.79,High,Content mapped to PDF section on page 4 with confidence 0.79.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to Azure Virtual machine with public serial console access,Page 4,0.85,High,Content mapped to PDF section on page 4 with confidence 0.85.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to Code/Command injection payload detected on traffic targetting a vulnerable AWS EC2 instance with privilege escalation permissions,Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to Code/Command injection payload detected on traffic targetting a vulnerable Azure Virtual Machine with privilege escalation permissions,Page 4,0.74,High,Content mapped to PDF section on page 4 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to Code/Command injection payload detected on traffic targetting a vulnerable GCP VM instance with privilege escalation permissions,Page 4,0.74,High,Content mapped to PDF section on page 4 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to Shellshock payload detected on traffic targetting a vulnerable AWS EC2 instance with privilege escalation permissions,Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to Shellshock payload detected on traffic targetting a vulnerable Azure Virtual Machine with privilege escalation permissions,Page 4,0.74,High,Content mapped to PDF section on page 4 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to Shellshock payload detected on traffic targetting a vulnerable GCP VM instance with privilege escalation permissions,Page 4,0.74,High,Content mapped to PDF section on page 4 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed AWS EC2 instance with iam:PassRole and ec2:RunInstances permissions,Page 4,0.73,High,Content mapped to PDF section on page 4 with confidence 0.73.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed Azure App Service with remote debugging enabled and insecure permissions,Page 4,0.74,High,Content mapped to PDF section on page 4 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed Azure Function with remote debugging enabled and insecure permissions,Page 4,0.74,High,Content mapped to PDF section on page 4 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed admin ports on GCP VM instance with risky IAM write permissions,Page 4,0.76,High,Content mapped to PDF section on page 4 with confidence 0.76.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed admin ports on GCP VM instance with service account impersonation permissions,Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed and unauthenticated Azure App Service web application with insecure permissions,Page 4,0.74,High,Content mapped to PDF section on page 4 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed and vulnerable AWS EC2 instance with Redshift Cluster creation permissions,Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed and vulnerable AWS EC2 instance with iam:PassRole and AWS CloudFormation stack IAM permissions,Page 4,0.76,High,Content mapped to PDF section on page 4 with confidence 0.76.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed and vulnerable AWS EC2 instance with iam:PassRole and AWS CodeBuild IAM permissions,Page 4,0.77,High,Content mapped to PDF section on page 4 with confidence 0.77.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed and vulnerable AWS EC2 instance with iam:PassRole and AWS Glue DevEndpoint Creation permissions,Page 4,0.77,High,Content mapped to PDF section on page 4 with confidence 0.77.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed and vulnerable AWS EC2 instance with iam:PassRole and AWS Glue IAM permissions,Page 4,0.77,High,Content mapped to PDF section on page 4 with confidence 0.77.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed and vulnerable AWS EC2 instance with iam:PassRole and AWS SageMaker IAM permissions,Page 4,0.77,High,Content mapped to PDF section on page 4 with confidence 0.77.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed and vulnerable AWS EC2 instance with iam:PassRole and Data Pipeline permissions,Page 4,0.76,High,Content mapped to PDF section on page 4 with confidence 0.76.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed and vulnerable AWS EC2 instance with potentially hazardous AWS CodeStar IAM permissions,Page 4,0.76,High,Content mapped to PDF section on page 4 with confidence 0.76.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed and vulnerable AWS EC2 instance with privilege escalation permissions,Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed and vulnerable Azure Virtual Machine with privilege escalation permissions,Page 4,0.74,High,Content mapped to PDF section on page 4 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed and vulnerable GCP VM instance with Cloud Function Creation permissions,Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed and vulnerable GCP VM instance with Cloud Function IAM policy Edit permissions,Page 4,0.76,High,Content mapped to PDF section on page 4 with confidence 0.76.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed and vulnerable GCP VM instance with Cloud Run Creation permissions,Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed and vulnerable GCP VM instance with Cloud Run IAM policy Edit permissions,Page 4,0.76,High,Content mapped to PDF section on page 4 with confidence 0.76.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed and vulnerable GCP VM instance with GCP Cloud Run Job Public Execution permissions,Page 4,0.76,High,Content mapped to PDF section on page 4 with confidence 0.76.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed and vulnerable GCP VM instance with IAM Role update permissions,Page 4,0.76,High,Content mapped to PDF section on page 4 with confidence 0.76.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed and vulnerable GCP VM instance with Resource Manager permissions,Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed and vulnerable GCP VM instance with service account impersonation permissions,Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed unauthenticated AWS Lambda function with iam:PassRole and AWS Glue DevEndpoint Creation permissions,Page 4,0.76,High,Content mapped to PDF section on page 4 with confidence 0.76.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed unauthenticated AWS Lambda function with iam:PassRole and CloudFormation Creation permissions,Page 4,0.76,High,Content mapped to PDF section on page 4 with confidence 0.76.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed unauthenticated AWS Lambda function with iam:PassRole and Redshift Cluster Creation permissions,Page 4,0.76,High,Content mapped to PDF section on page 4 with confidence 0.76.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed unauthenticated AWS Lambda function with iam:PassRole and lambda creation permissions,Page 4,0.76,High,Content mapped to PDF section on page 4 with confidence 0.76.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed unauthenticated AWS Lambda function with iam:PassRole and run EC2 instances permissions,Page 4,0.76,High,Content mapped to PDF section on page 4 with confidence 0.76.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed unprivileged AWS EC2 instance assuming admin privileges,Page 4,0.78,High,Content mapped to PDF section on page 4 with confidence 0.78.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to a publicly exposed unprivileged AWS EC2 instance with high/critical severity vulnerabilities assuming admin privileges,Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to an AWS IAM User with a lateral movement finding to admin is displaying anomalous behavior,Page 4,0.73,High,Content mapped to PDF section on page 4 with confidence 0.73.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to malware in AWS EC2 instance with SSM sendCommand & SSM session permissions,Page 4,0.77,High,Content mapped to PDF section on page 4 with confidence 0.77.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to malware in AWS EC2 instance with risky iam:PassRole & ec2:RunInstances permissions,Page 4,0.74,High,Content mapped to PDF section on page 4 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to malware in AWS EC2 instance with risky permissions,Page 4,0.85,High,Content mapped to PDF section on page 4 with confidence 0.85.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to malware in Azure Virtual Machine with risky permissions,Page 4,0.83,High,Content mapped to PDF section on page 4 with confidence 0.83.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to malware in GCP VM instance with risky IAM write permissions,Page 4,0.83,High,Content mapped to PDF section on page 4 with confidence 0.83.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to publicly exposed GCP VM instance with high/critical severity vulnerabilities assigned with high privilege role inactive for 90 days,Page 4,0.73,High,Content mapped to PDF section on page 4 with confidence 0.73.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to publicly exposed admin ports on AWS EC2 instance with risky permissions,Page 4,0.79,High,Content mapped to PDF section on page 4 with confidence 0.79.
mapped_policies_output_hf_lexical.csv,"Privilege escalation risk due to publicly exposed and vulnerable AWS EC2 instance [Java Spring Framework, CVE-2021-22118]",Page 4,0.79,High,Content mapped to PDF section on page 4 with confidence 0.79.
mapped_policies_output_hf_lexical.csv,"Privilege escalation risk due to publicly exposed and vulnerable AWS EC2 instance [Kubernetes, CVE-2022-2385]",Page 4,0.83,High,Content mapped to PDF section on page 4 with confidence 0.83.
mapped_policies_output_hf_lexical.csv,"Privilege escalation risk due to publicly exposed and vulnerable AWS EC2 instance [Linux Kernel, CVE-2022-0847]",Page 4,0.82,High,Content mapped to PDF section on page 4 with confidence 0.82.
mapped_policies_output_hf_lexical.csv,"Privilege escalation risk due to publicly exposed and vulnerable AWS EC2 instance [OpenSSL, CVE-2022-3602]",Page 4,0.85,High,Content mapped to PDF section on page 4 with confidence 0.85.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to publicly exposed and vulnerable AWS EC2 instance assigned with high privilege role inactive for 90 days,Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,"Privilege escalation risk due to publicly exposed and vulnerable AWS Lambda function [Java Spring Framework, CVE-2021-22118]",Page 4,0.78,High,Content mapped to PDF section on page 4 with confidence 0.78.
mapped_policies_output_hf_lexical.csv,"Privilege escalation risk due to publicly exposed and vulnerable Azure Function [Java Spring Framework, CVE-2021-22118]",Page 4,0.78,High,Content mapped to PDF section on page 4 with confidence 0.78.
mapped_policies_output_hf_lexical.csv,"Privilege escalation risk due to publicly exposed and vulnerable Azure Virtual Machine [Java Spring Framework, CVE-2021-22118]",Page 4,0.76,High,Content mapped to PDF section on page 4 with confidence 0.76.
mapped_policies_output_hf_lexical.csv,"Privilege escalation risk due to publicly exposed and vulnerable Azure Virtual Machine [Kubernetes, CVE-2022-2385]",Page 4,0.79,High,Content mapped to PDF section on page 4 with confidence 0.79.
mapped_policies_output_hf_lexical.csv,"Privilege escalation risk due to publicly exposed and vulnerable Azure Virtual Machine [Linux Kernel, CVE-2022-0847]",Page 4,0.79,High,Content mapped to PDF section on page 4 with confidence 0.79.
mapped_policies_output_hf_lexical.csv,"Privilege escalation risk due to publicly exposed and vulnerable Azure Virtual Machine [OpenSSL, CVE-2022-3602]",Page 4,0.81,High,Content mapped to PDF section on page 4 with confidence 0.81.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to publicly exposed and vulnerable Azure Virtual Machine assigned with critical role assignment permissions,Page 4,0.74,High,Content mapped to PDF section on page 4 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,"Privilege escalation risk due to publicly exposed and vulnerable GCP Cloud Function [Java Spring Framework, CVE-2021-22118]",Page 4,0.78,High,Content mapped to PDF section on page 4 with confidence 0.78.
mapped_policies_output_hf_lexical.csv,"Privilege escalation risk due to publicly exposed and vulnerable GCP VM instance [Java Spring Framework, CVE-2021-22118]",Page 4,0.79,High,Content mapped to PDF section on page 4 with confidence 0.79.
mapped_policies_output_hf_lexical.csv,"Privilege escalation risk due to publicly exposed and vulnerable GCP VM instance [Kubernetes, CVE-2022-2385]",Page 4,0.83,High,Content mapped to PDF section on page 4 with confidence 0.83.
mapped_policies_output_hf_lexical.csv,"Privilege escalation risk due to publicly exposed and vulnerable GCP VM instance [Linux Kernel, CVE-2022-0847]",Page 4,0.82,High,Content mapped to PDF section on page 4 with confidence 0.82.
mapped_policies_output_hf_lexical.csv,"Privilege escalation risk due to publicly exposed and vulnerable GCP VM instance [OpenSSL, CVE-2022-3602]",Page 4,0.85,High,Content mapped to PDF section on page 4 with confidence 0.85.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to sensitive information detected in server response on AWS EC2 instance with privilege escalation permissions,Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to sensitive information detected in server response on Azure virtual machine with privilege escalation permissions,Page 4,0.73,High,Content mapped to PDF section on page 4 with confidence 0.73.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to sensitive information detected in server response on GCP VM instance with privilege escalation permissions,Page 4,0.74,High,Content mapped to PDF section on page 4 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to unencrypted sensitive data transmission detected on AWS EC2 instance with privilege escalation permissions,Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to unencrypted sensitive data transmission detected on Azure virtual machine with privilege escalation permissions,Page 4,0.74,High,Content mapped to PDF section on page 4 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,Privilege escalation risk due to unencrypted sensitive data transmission detected on GCP VM instance with privilege escalation permissions,Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,"Privilege escalation, lateral movement or unauthorized cloud account actions risk due to a publicly exposed and vulnerable Azure Virtual Machine with Azure built-in roles Owner permissions",Page 4,0.73,High,Content mapped to PDF section on page 4 with confidence 0.73.
mapped_policies_output_hf_lexical.csv,"Privilege escalation, lateral movement, or unauthorized cloud account actions risk due to a publicly exposed and vulnerable GCP VM instance with a default service account attached and having Cloud Platform access scope",Page 4,0.73,High,Content mapped to PDF section on page 4 with confidence 0.73.
mapped_policies_output_hf_lexical.csv,Privileged containers are admitted,Page 2,0.86,High,Content mapped to PDF section on page 2 with confidence 0.86.
mapped_policies_output_hf_lexical.csv,Project Service hooks sent over unencrypted channel,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Project level utilization of basic roles,Page 2,0.92,High,Content mapped to PDF section on page 2 with confidence 0.92.
mapped_policies_output_hf_lexical.csv,Project service hook SSL verification is disabled,Page 2,0.99,High,Content mapped to PDF section on page 2 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Project-Wide Lateral Movement risk due to a publicly exposed and vulnerable GCP VM instance with update instance metadata permission,Page 4,0.74,High,Content mapped to PDF section on page 4 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,PubNub Publish Key detected in code,Page 3,0.85,High,Content mapped to PDF section on page 3 with confidence 0.85.
mapped_policies_output_hf_lexical.csv,PubNub Secret Key detected in code,Page 2,0.83,High,Content mapped to PDF section on page 2 with confidence 0.83.
mapped_policies_output_hf_lexical.csv,PubNub Subscription Key detected in code,Page 2,0.91,High,Content mapped to PDF section on page 2 with confidence 0.91.
mapped_policies_output_hf_lexical.csv,Public API gateway not configured with AWS Web Application Firewall v2 (AWS WAFv2),Page 4,0.91,High,Content mapped to PDF section on page 4 with confidence 0.91.
mapped_policies_output_hf_lexical.csv,Public and private repositories connected to shared CI system,Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Public repository created in GitHub,Page 2,0.86,High,Content mapped to PDF section on page 2 with confidence 0.86.
mapped_policies_output_hf_lexical.csv,Publicly Executable Lambda,Page 2,0.76,High,Content mapped to PDF section on page 2 with confidence 0.76.
mapped_policies_output_hf_lexical.csv,Publicly Readable Lambda,Page 2,0.73,High,Content mapped to PDF section on page 2 with confidence 0.73.
mapped_policies_output_hf_lexical.csv,Publicly Writable Lambda,Page 2,0.73,High,Content mapped to PDF section on page 2 with confidence 0.73.
mapped_policies_output_hf_lexical.csv,Publicly exposed servers,Page 2,0.73,High,Content mapped to PDF section on page 2 with confidence 0.73.
mapped_policies_output_hf_lexical.csv,Pull request reviews are not required in Azure Repos before merging to the default branch,Page 4,0.85,High,Content mapped to PDF section on page 4 with confidence 0.85.
mapped_policies_output_hf_lexical.csv,Pull request reviews are not required in GitHub before merging to the default branch,Page 4,0.88,High,Content mapped to PDF section on page 4 with confidence 0.88.
mapped_policies_output_hf_lexical.csv,Pull request reviews in BitBucket not required before merging code to default branch,Page 4,0.87,High,Content mapped to PDF section on page 4 with confidence 0.87.
mapped_policies_output_hf_lexical.csv,Pulumi Access Token detected in code,Page 2,0.86,High,Content mapped to PDF section on page 2 with confidence 0.86.
mapped_policies_output_hf_lexical.csv,Push restrictions are not enforced on the default branch in GitHub,Page 4,0.98,High,Content mapped to PDF section on page 4 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,PyTorch Missing Hash Check,Page 2,0.74,High,Content mapped to PDF section on page 2 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,Python Package Index Key detected in code,Page 2,0.91,High,Content mapped to PDF section on page 2 with confidence 0.91.
mapped_policies_output_hf_lexical.csv,QLDB ledger permissions mode is not set to STANDARD,Page 2,0.98,High,Content mapped to PDF section on page 2 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,RDS Aurora Clusters do not have backtracking enabled,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,RDS Cluster audit logging for MySQL engine is disabled,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,RDS Cluster log capture is disabled,Page 3,0.85,High,Content mapped to PDF section on page 3 with confidence 0.85.
mapped_policies_output_hf_lexical.csv,RDS Performance Insights are not encrypted using KMS CMKs,Page 5,0.98,High,Content mapped to PDF section on page 5 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,RDS cluster is not configured to copy tags to snapshots,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,RDS clusters do not have an AWS Backup backup plan,Page 2,0.99,High,Content mapped to PDF section on page 2 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,RDS database does not have IAM authentication enabled,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,RDS instances do not have Multi-AZ enabled,Page 2,0.91,High,Content mapped to PDF section on page 2 with confidence 0.91.
mapped_policies_output_hf_lexical.csv,RDS instances have performance insights disabled,Page 2,0.99,High,Content mapped to PDF section on page 2 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,RSA keys should be at least 2048 bits,Page 2,0.83,High,Content mapped to PDF section on page 2 with confidence 0.83.
mapped_policies_output_hf_lexical.csv,RSASHA1 is used for Zone-Signing and Key-Signing Keys in Cloud DNS DNSSEC,Page 4,0.95,High,Content mapped to PDF section on page 4 with confidence 0.95.
mapped_policies_output_hf_lexical.csv,Random High Entropy String detected in code,Page 2,0.94,High,Content mapped to PDF section on page 2 with confidence 0.94.
mapped_policies_output_hf_lexical.csv,RapidAPI Key detected in code,Page 3,0.78,High,Content mapped to PDF section on page 3 with confidence 0.78.
mapped_policies_output_hf_lexical.csv,Read-Only filesystem for containers is not used,Page 2,0.98,High,Content mapped to PDF section on page 2 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Readiness probe is not configured,Page 3,0.84,High,Content mapped to PDF section on page 3 with confidence 0.84.
mapped_policies_output_hf_lexical.csv,Readme API Key detected in code,Page 2,0.79,High,Content mapped to PDF section on page 2 with confidence 0.79.
mapped_policies_output_hf_lexical.csv,RedShift snapshot copy is not encrypted by KMS using a customer managed Key (CMK).,Page 4,0.92,High,Content mapped to PDF section on page 4 with confidence 0.92.
mapped_policies_output_hf_lexical.csv,Redis configuration without SSL,Page 2,0.82,High,Content mapped to PDF section on page 2 with confidence 0.82.
mapped_policies_output_hf_lexical.csv,RedisWannaMine vulnerable instances with active network traffic,Page 4,0.97,High,Content mapped to PDF section on page 4 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,Redshift Serverless namespace is not encrypted by KMS using a customer managed key (CMK),Page 4,0.87,High,Content mapped to PDF section on page 4 with confidence 0.87.
mapped_policies_output_hf_lexical.csv,Redshift clusters are not using enhanced VPC routing,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Redshift clusters are not using the default database name.,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Redshift clusters version upgrade is not default,Page 2,0.99,High,Content mapped to PDF section on page 2 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Redshift is deployed outside of a VPC,Page 2,0.86,High,Content mapped to PDF section on page 2 with confidence 0.86.
mapped_policies_output_hf_lexical.csv,Regular expression with non-literal value,Page 2,0.93,High,Content mapped to PDF section on page 2 with confidence 0.93.
mapped_policies_output_hf_lexical.csv,Relative path traversal,Page 2,0.72,High,Content mapped to PDF section on page 2 with confidence 0.72.
mapped_policies_output_hf_lexical.csv,Relative path traversal from input,Page 2,0.85,High,Content mapped to PDF section on page 2 with confidence 0.85.
mapped_policies_output_hf_lexical.csv,"Remote Code Execution (RCE) exploitation attempt on AWS EC2 instance with known exploitable vulnerability [Apache Spark, CVE-2022-33891]",Page 4,0.72,High,Content mapped to PDF section on page 4 with confidence 0.72.
