Policy Name,Confidence Score
Pull request reviews are not required in GitHub before merging to the default branch,73
Pull request reviews in BitBucket not required before merging code to default branch,67
Pulumi Access Token detected in code,72
Push restrictions are not enforced on the default branch in GitHub,71
PyTorch Missing Hash Check,66
Python Package Index Key detected in code,67
QLDB ledger permissions mode is not set to STANDARD,77
RDS Aurora Clusters do not have backtracking enabled,70
RDS Cluster audit logging for MySQL engine is disabled,73
RDS Cluster log capture is disabled,68
RDS Performance Insights are not encrypted using KMS CMKs,71
RDS cluster is not configured to copy tags to snapshots,70
RDS clusters do not have an AWS Backup backup plan,69
RDS database does not have IAM authentication enabled,70
RDS instances do not have Multi-AZ enabled,70
RDS instances have performance insights disabled,70
RSA keys should be at least 2048 bits,69
RSASHA1 is used for Zone-Signing and Key-Signing Keys in Cloud DNS DNSSEC,70
Random High Entropy String detected in code,64
RapidAPI Key detected in code,68
Read-Only filesystem for containers is not used,73
Readiness probe is not configured,67
Readme API Key detected in code,68
RedShift snapshot copy is not encrypted by KMS using a customer managed Key (CMK).,68
Redis configuration without SSL,67
RedisWannaMine vulnerable instances with active network traffic,68
Redshift Serverless namespace is not encrypted by KMS using a customer managed key (CMK),70
Redshift clusters are not using enhanced VPC routing,71
Redshift clusters are not using the default database name.,70
Redshift clusters version upgrade is not default,67
Redshift is deployed outside of a VPC,71
Regular expression with non-literal value,68
Relative path traversal,71
Relative path traversal from input,69
"Remote Code Execution (RCE) exploitation attempt on AWS EC2 instance with known exploitable vulnerability [Apache Spark, CVE-2022-33891]",67
"Remote Code Execution (RCE) exploitation attempt on AWS EC2 instance with known exploitable vulnerability [Apache Struts OGNL Evaluation, Multiple CVEs]",68
"Remote Code Execution (RCE) exploitation attempt on AWS EC2 instance with known exploitable vulnerability [Double Free in http.sys, CVE-2022-21907]",66
"Remote Code Execution (RCE) exploitation attempt on AWS EC2 instance with known exploitable vulnerability [Drupalgeddon2, CVE-2018-7600]",67
"Remote Code Execution (RCE) exploitation attempt on AWS EC2 instance with known exploitable vulnerability [GLPI Project, CVE-2022-35914]",67
"Remote Code Execution (RCE) exploitation attempt on AWS EC2 instance with known exploitable vulnerability [Nginx PHP-FPM, CVE-2019-11043]",67
"Remote Code Execution (RCE) exploitation attempt on AWS EC2 instance with known exploitable vulnerability [OctoberCMS, CVE-2021-32648]",67
"Remote Code Execution (RCE) exploitation attempt on AWS EC2 instance with known exploitable vulnerability [OpenLiteSpeed, Multiple CVEs]",68
"Remote Code Execution (RCE) exploitation attempt on AWS EC2 instance with known exploitable vulnerability [ProxyLogon/HAFNIUM Attack Chain, CVE-2021-26855]",66
"Remote Code Execution (RCE) exploitation attempt on AWS EC2 instance with known exploitable vulnerability [ProxyLogon/HAFNIUM Attack Chain, CVE-2021-26858, CVE-2021-27065]",67
"Remote Code Execution (RCE) exploitation attempt on AWS EC2 instance with known exploitable vulnerability [Zimbra, CVE-2022-27925]",67
"Remote Code Execution (RCE) exploitation attempt on Azure Virtual Machine with known exploitable vulnerability [Apache Spark, CVE-2022-33891]",68
"Remote Code Execution (RCE) exploitation attempt on Azure Virtual Machine with known exploitable vulnerability [Apache Struts OGNL Evaluation, Multiple CVEs]",68
"Remote Code Execution (RCE) exploitation attempt on Azure Virtual Machine with known exploitable vulnerability [Double Free in http.sys, CVE-2022-21907]",66
"Remote Code Execution (RCE) exploitation attempt on Azure Virtual Machine with known exploitable vulnerability [Drupalgeddon2, CVE-2018-7600]",66
"Remote Code Execution (RCE) exploitation attempt on Azure Virtual Machine with known exploitable vulnerability [GLPI Project, CVE-2022-35914]",67
"Remote Code Execution (RCE) exploitation attempt on Azure Virtual Machine with known exploitable vulnerability [Nginx PHP-FPM, CVE-2019-11043]",67
"Remote Code Execution (RCE) exploitation attempt on Azure Virtual Machine with known exploitable vulnerability [OctoberCMS, CVE-2021-32648]",67
"Remote Code Execution (RCE) exploitation attempt on Azure Virtual Machine with known exploitable vulnerability [OpenLiteSpeed, Multiple CVEs]",68
"Remote Code Execution (RCE) exploitation attempt on Azure Virtual Machine with known exploitable vulnerability [ProxyLogon/HAFNIUM Attack Chain, CVE-2021-26855]",67
"Remote Code Execution (RCE) exploitation attempt on Azure Virtual Machine with known exploitable vulnerability [ProxyLogon/HAFNIUM Attack Chain, CVE-2021-26858, CVE-2021-27065]",67
"Remote Code Execution (RCE) exploitation attempt on Azure Virtual Machine with known exploitable vulnerability [Zimbra, CVE-2022-27925]",67
"Remote Code Execution (RCE) exploitation attempt on GCP VM with known exploitable vulnerability [Apache Spark, CVE-2022-33891]",68
"Remote Code Execution (RCE) exploitation attempt on GCP VM with known exploitable vulnerability [Apache Struts OGNL Evaluation, Multiple CVEs]",68
"Remote Code Execution (RCE) exploitation attempt on GCP VM with known exploitable vulnerability [Double Free in http.sys, CVE-2022-21907]",66
"Remote Code Execution (RCE) exploitation attempt on GCP VM with known exploitable vulnerability [Drupalgeddon2, CVE-2018-7600]",67
"Remote Code Execution (RCE) exploitation attempt on GCP VM with known exploitable vulnerability [GLPI Project, CVE-2022-35914]",68
"Remote Code Execution (RCE) exploitation attempt on GCP VM with known exploitable vulnerability [Nginx PHP-FPM, CVE-2019-11043]",67
"Remote Code Execution (RCE) exploitation attempt on GCP VM with known exploitable vulnerability [OctoberCMS, CVE-2021-32648]",67
"Remote Code Execution (RCE) exploitation attempt on GCP VM with known exploitable vulnerability [OpenLiteSpeed, Multiple CVEs]",68
"Remote Code Execution (RCE) exploitation attempt on GCP VM with known exploitable vulnerability [ProxyLogon/HAFNIUM Attack Chain, CVE-2021-26855]",67
"Remote Code Execution (RCE) exploitation attempt on GCP VM with known exploitable vulnerability [ProxyLogon/HAFNIUM Attack Chain, CVE-2021-26858, CVE-2021-27065]",67
"Remote Code Execution (RCE) exploitation attempt on GCP VM with known exploitable vulnerability [Zimbra, CVE-2022-27925]",67
"Remote Code Execution (RCE) or Denial of Service (DoS) exploitation attempt on AWS EC2 instance with known exploitable vulnerability [MS15-034 Microsoft IIS, CVE-2015-1635]",68
"Remote Code Execution (RCE) or Denial of Service (DoS) exploitation attempt on Azure Virtual Machine with known exploitable vulnerability [MS15-034 Microsoft IIS, CVE-2015-1635]",67
"Remote Code Execution (RCE) or Denial of Service (DoS) exploitation attempt on GCP VM with known exploitable vulnerability [MS15-034 Microsoft IIS, CVE-2015-1635]",68
"Remote Code Execution (RCE) risk due to publicly exposed AWS EC2 instance with PHP CGI Argument Injection vulnerability (PHP, CVE-2024-4577)",68
"Remote Code Execution (RCE) risk due to publicly exposed AWS EC2 instance with Probllama vulnerability (Ollama, CVE-2024-37032)",68
"Remote Code Execution (RCE) risk due to publicly exposed Azure Virtual Machine with PHP CGI Argument Injection vulnerability (PHP, CVE-2024-4577)",67
"Remote Code Execution (RCE) risk due to publicly exposed Azure Virtual Machine with Probllama vulnerability (Ollama, CVE-2024-37032)",68
"Remote Code Execution (RCE) risk due to publicly exposed GCP VM instance with PHP CGI Argument Injection vulnerability (PHP, CVE-2024-4577)",68
"Remote Code Execution (RCE) risk due to publicly exposed GCP VM instance with Probllama vulnerability (Ollama, CVE-2024-37032)",68
"Remote Code Execution (RCE) risk due to publicly exposed and vulnerable AWS EC2 instance [Node.js, CVE-2021-21315]",72
"Remote Code Execution (RCE) risk due to publicly exposed and vulnerable AWS Lambda function [Node.js, CVE-2021-21315]",71
"Remote Code Execution (RCE) risk due to publicly exposed and vulnerable Azure Function [Node.js, CVE-2021-21315]",70
"Remote Code Execution (RCE) risk due to publicly exposed and vulnerable Azure Virtual Machine [Node.js, CVE-2021-21315]",69
"Remote Code Execution (RCE) risk due to publicly exposed and vulnerable GCP Cloud Function [Node.js, CVE-2021-21315]",71
"Remote Code Execution (RCE) risk due to publicly exposed and vulnerable GCP VM instance [Node.js, CVE-2021-21315]",71
"Remote Code Execution (Unauthenticated) risk due to publicly exposed and vulnerable AWS EC2 instance (Apache HugeGraph-Server, CVE-2024-27348)",71
"Remote Code Execution (Unauthenticated) risk due to publicly exposed and vulnerable Azure Virtual Machine (Apache HugeGraph-Server, CVE-2024-27348)",70
"Remote Code Execution (Unauthenticated) risk due to publicly exposed and vulnerable GCP VM (Apache HugeGraph-Server, CVE-2024-27348)",71
"Remote code execution (RCE) exploitation attempt on AWS EC2 instance with known exploitable vulnerability [Log4j, CVE-2021-44228]",67
"Remote code execution (RCE) exploitation attempt on AWS EC2 instance with known exploitable vulnerability [Log4j, CVE-2021-45046]",68
"Remote code execution (RCE) exploitation attempt on AWS EC2 instance with known exploitable vulnerability [Microsoft ProxyShell, CVE-2021-34473]",67
"Remote code execution (RCE) exploitation attempt on AWS EC2 instance with known exploitable vulnerability [Oracle WebLogic Server, CVE-2020-14882, CVE-2020-14883]",68
"Remote code execution (RCE) exploitation attempt on AWS EC2 instance with known exploitable vulnerability [Spring Framework, CVE-2022-22963, CVE-2022-22965]",67
"Remote code execution (RCE) exploitation attempt on AWS EC2 instance with known exploitable vulnerability [WebLogic, CVE-2019-2725, CVE-2019-2729]",68
"Remote code execution (RCE) exploitation attempt on AWS EC2 with known exploitable vulnerability (CVE-2021-39144, XStream)",67
"Remote code execution (RCE) exploitation attempt on AWS EC2 with known exploitable vulnerability (CVE-2023-50164, Apache Struts)",67
"Remote code execution (RCE) exploitation attempt on Azure VM with known exploitable vulnerability (CVE-2021-39144, XStream)",67
"Remote code execution (RCE) exploitation attempt on Azure VM with known exploitable vulnerability (CVE-2023-50164, Apache Struts)",67
"Remote code execution (RCE) exploitation attempt on Azure Virtual Machine with known exploitable vulnerability [Log4j, CVE-2021-44228]",67
"Remote code execution (RCE) exploitation attempt on Azure Virtual Machine with known exploitable vulnerability [Log4j, CVE-2021-45046]",67
"Remote code execution (RCE) exploitation attempt on Azure Virtual Machine with known exploitable vulnerability [Microsoft ProxyShell, CVE-2021-34473]",67
"Remote code execution (RCE) exploitation attempt on Azure Virtual Machine with known exploitable vulnerability [Oracle WebLogic Server, CVE-2020-14882, CVE-2020-14883]",68
"Remote code execution (RCE) exploitation attempt on Azure Virtual Machine with known exploitable vulnerability [Spring Framework, CVE-2022-22963, CVE-2022-22965]",67
"Remote code execution (RCE) exploitation attempt on Azure Virtual Machine with known exploitable vulnerability [WebLogic, CVE-2019-2725, CVE-2019-2729]",67
"Remote code execution (RCE) exploitation attempt on GCP VM with known exploitable vulnerability (CVE-2021-39144, XStream)",67
"Remote code execution (RCE) exploitation attempt on GCP VM with known exploitable vulnerability (CVE-2023-50164, Apache Struts)",67
"Remote code execution (RCE) exploitation attempt on GCP VM with known exploitable vulnerability [Log4j, CVE-2021-44228]",67
"Remote code execution (RCE) exploitation attempt on GCP VM with known exploitable vulnerability [Log4j, CVE-2021-45046]",68
"Remote code execution (RCE) exploitation attempt on GCP VM with known exploitable vulnerability [Microsoft ProxyShell, CVE-2021-34473]",68
"Remote code execution (RCE) exploitation attempt on GCP VM with known exploitable vulnerability [Oracle WebLogic Server, CVE-2020-14882, CVE-2020-14883]",68
"Remote code execution (RCE) exploitation attempt on GCP VM with known exploitable vulnerability [Spring Framework, CVE-2022-22963, CVE-2022-22965]",68
"Remote code execution (RCE) exploitation attempt on GCP VM with known exploitable vulnerability [WebLogic, CVE-2019-2725, CVE-2019-2729]",68
Remote code execution (RCE) risk due to a publicly exposed (via resource based policies) AWS Lambda Function with Spring4Shell vulnerability,68
Remote code execution (RCE) risk due to a publicly exposed (via resource based policies) GCP Cloud Function with Spring4Shell vulnerability,71
Remote code execution (RCE) risk due to a publicly exposed AWS EC2 instance with Spring4Shell vulnerability,69
Remote code execution (RCE) risk due to a publicly exposed Azure Function with Spring4Shell vulnerability,68
Remote code execution (RCE) risk due to a publicly exposed Azure Virtual Machine with Spring4Shell vulnerability,69
Remote code execution (RCE) risk due to a publicly exposed GCP VM instance with Spring4Shell vulnerability,69
"Remote code execution and lateral movement risk due to publicly exposed AWS EC2 instance with overly permissive IAM role and known exploitable vulnerability [libwebp, CVE-2023-4863]",69
"Remote code execution and lateral movement risk due to publicly exposed Azure virtual machine with overly permissive IAM role and known exploitable vulnerability [libwebp, CVE-2023-4863]",68
"Remote code execution and lateral movement risk due to publicly exposed GCP Virtual Machine with overly permissive IAM role and known exploitable vulnerability [libwebp, CVE-2023-4863]",69
"Remote code execution risk due to publicly exposed AWS EC2 instance with regreSSHion vulnerability (OpenSSH, CVE-2024-6387)",68
"Remote code execution risk due to publicly exposed Azure Virtual Machine instance with regreSSHion vulnerability (OpenSSH, CVE-2024-6387)",68
"Remote code execution risk due to publicly exposed GCP VM instance with regreSSHion vulnerability (OpenSSH, CVE-2024-6387)",68
"Remote code execution risk due to publicly exposed and vulnerable AWS EC2 instance (Apache APISIX, CVE-2022-24112)",71
"Remote code execution risk due to publicly exposed and vulnerable AWS EC2 instance (Apache ActiveMQ, CVE-2023-46604)",71
"Remote code execution risk due to publicly exposed and vulnerable AWS EC2 instance (Apache Log4j, CVE-2021-44832)",71
"Remote code execution risk due to publicly exposed and vulnerable AWS EC2 instance (Apache Submarine, CVE-2023-46302)",71
"Remote code execution risk due to publicly exposed and vulnerable AWS EC2 instance (Atlassian Confluence Server/Data Center, CVE-2022-26134)",71
"Remote code execution risk due to publicly exposed and vulnerable AWS EC2 instance (Microsoft Message Queuing (MSMQ), CVE-2023-21554)",71
"Remote code execution risk due to publicly exposed and vulnerable AWS EC2 instance (OpenSSH, CVE-2023-38408)",71
"Remote code execution risk due to publicly exposed and vulnerable AWS EC2 instance (Redis Servers in Debian Linux, CVE-2022-0543)",71
"Remote code execution risk due to publicly exposed and vulnerable AWS EC2 instance (ReportLab, CVE-2023-33733)",72
"Remote code execution risk due to publicly exposed and vulnerable AWS EC2 instance (Samba, CVE-2021-44142)",71
"Remote code execution risk due to publicly exposed and vulnerable AWS EC2 instance (XZ Utils Backdoor, CVE-2024-3094)",72
"Remote code execution risk due to publicly exposed and vulnerable AWS EC2 instance [Apache, CVE-2022-42889]",71
"Remote code execution risk due to publicly exposed and vulnerable AWS EC2 instance [ClamAV, CVE-2023-20032]",72
"Remote code execution risk due to publicly exposed and vulnerable AWS EC2 instance [Linux Kernel, CVE-2022-47939]",70
"Remote code execution risk due to publicly exposed and vulnerable AWS Lambda function [Apache, CVE-2022-42889]",72
"Remote code execution risk due to publicly exposed and vulnerable Azure Virtual Machine (Apache APISIX, CVE-2022-24112)",70
"Remote code execution risk due to publicly exposed and vulnerable Azure Virtual Machine (Apache ActiveMQ, CVE-2023-46604)",70
"Remote code execution risk due to publicly exposed and vulnerable Azure Virtual Machine (Apache Log4j, CVE-2021-44832)",70
"Remote code execution risk due to publicly exposed and vulnerable Azure Virtual Machine (Apache Submarine, CVE-2023-46302)",70
"Remote code execution risk due to publicly exposed and vulnerable Azure Virtual Machine (Atlassian Confluence Server/Data Center, CVE-2022-26134)",70
"Remote code execution risk due to publicly exposed and vulnerable Azure Virtual Machine (Microsoft Message Queuing (MSMQ), CVE-2023-21554)",71
"Remote code execution risk due to publicly exposed and vulnerable Azure Virtual Machine (OpenSSH, CVE-2023-38408)",70
"Remote code execution risk due to publicly exposed and vulnerable Azure Virtual Machine (Redis Servers in Debian Linux, CVE-2022-0543)",70
"Remote code execution risk due to publicly exposed and vulnerable Azure Virtual Machine (ReportLab, CVE-2023-33733)",71
"Remote code execution risk due to publicly exposed and vulnerable Azure Virtual Machine (Samba, CVE-2021-44142)",70
"Remote code execution risk due to publicly exposed and vulnerable Azure Virtual Machine (XZ Utils Backdoor, CVE-2024-3094)",71
"Remote code execution risk due to publicly exposed and vulnerable Azure Virtual Machine [Apache, CVE-2022-42889]",71
"Remote code execution risk due to publicly exposed and vulnerable Azure Virtual Machine [ClamAV, CVE-2023-20032]",71
"Remote code execution risk due to publicly exposed and vulnerable Azure Virtual Machine [Linux Kernel, CVE-2022-47939]",69
"Remote code execution risk due to publicly exposed and vulnerable Azure function [Apache, CVE-2022-42889]",71
"Remote code execution risk due to publicly exposed and vulnerable GCP Cloud Function [Apache, CVE-2022-42889]",73
"Remote code execution risk due to publicly exposed and vulnerable GCP VM instance (Apache APISIX, CVE-2022-24112)",71
"Remote code execution risk due to publicly exposed and vulnerable GCP VM instance (Apache ActiveMQ, CVE-2023-46604)",71
"Remote code execution risk due to publicly exposed and vulnerable GCP VM instance (Apache Log4j, CVE-2021-44832)",71
"Remote code execution risk due to publicly exposed and vulnerable GCP VM instance (Apache Submarine, CVE-2023-46302)",71
"Remote code execution risk due to publicly exposed and vulnerable GCP VM instance (Atlassian Confluence Server/Data Center, CVE-2022-26134)",71
"Remote code execution risk due to publicly exposed and vulnerable GCP VM instance (Microsoft Message Queuing (MSMQ), CVE-2023-21554)",71
"Remote code execution risk due to publicly exposed and vulnerable GCP VM instance (OpenSSH, CVE-2023-38408)",71
"Remote code execution risk due to publicly exposed and vulnerable GCP VM instance (Redis Servers in Debian Linux, CVE-2022-0543)",70
"Remote code execution risk due to publicly exposed and vulnerable GCP VM instance (ReportLab, CVE-2023-33733)",72
"Remote code execution risk due to publicly exposed and vulnerable GCP VM instance (Samba, CVE-2021-44142)",71
"Remote code execution risk due to publicly exposed and vulnerable GCP VM instance (XZ Utils Backdoor, CVE-2024-3094)",71
"Remote code execution risk due to publicly exposed and vulnerable GCP VM instance [Apache, CVE-2022-42889]",71
"Remote code execution risk due to publicly exposed and vulnerable GCP VM instance [ClamAV, CVE-2023-20032]",72
"Remote code execution risk due to publicly exposed and vulnerable GCP VM instance [Linux Kernel, CVE-2022-47939]",70
Remote command execution risk due to AWS EC2 instance with unusual usage of instance role credentials and excessive SSM permissions,71
Remote command execution risk due to publicly exposed admin ports on AWS EC2 instance with excessive SSM permissions,69
Remote command execution risk due to publicly exposed admin ports on Azure Virtual Machine with Run command permissions,68
Replicate user access token detected in code,67
Request body exceeds the predefined inspection size limit,72
Request exposed to SQL injection,70
Request exposed to SQL injection attack,68
Requestors allowed to self-approve pull requests on default branch in Azure Repos,68
Required reviews can be bypassed using GitHub Actions,71
Resource based policy tampering risk due to a publicly exposed and vulnerable EC2 instance with risky resource based policy altering permissions,70
Resource exposure allows modification of policies and exposes resources,75
Respective logs of Amazon RDS are disabled,76
Restrict unnecessarily powerful browser features,62
Reviews in GitHub may no longer be required before merging,71
Risky usage of malicious Polyfill.io library,72
RoleBinding should not allow privilege escalation to a ServiceAccount or Node on other RoleBinding,70
Roles impersonate or manage Service Accounts used at folder level,65
Roles impersonate or manage Service Accounts used at organizational level,69
Roles with high privileges can be assumed by a service in an external account,69
Root containers admitted,69
Route 53 domains do not have transfer lock protection,70
Route53 A Record does not have Attached Resource,65
RubyGems API Key detected in code,68
Runtime of Lambda is deprecated,71
S3 Bucket does not have public access blocks,69
S3 bucket cross-region replication disabled,67
S3 bucket lock configuration disabled,66
S3 bucket policy allows lockout all but root user,69
S3 buckets are not encrypted with KMS,68
S3 buckets do not have event notifications enabled,70
S3 lifecycle configuration does not set a period for aborting failed uploads,72
SIP Account Group -  WAF Web ACL not assigned to any resource,71
SNS topic policy is public and access is not restricted to specific services or principals,73
SQL Injection,64
SQL Server is enabled for public network access,77
SQL injection payload detected in HTTP traffic,68
SQL statements of GCP PostgreSQL are not logged,70
SQS policy allows all actions,74
SQS queue policy is public and access is not restricted to specific services or principals,71
SSH Password detected in code,65
SSL certificate validation disabled with Ansible Yum,68
SSL validation disabled within Ansible DNF module,68
SSL validation is disabled with yum,68
SSM parameters are not utilizing KMS CMK.,68
Salesforce Refresh Token detected in code,66
Samsara API Key detected in code,68
Samsara API token detected in code,68
Scalr API Token detected in code,69
Search engine crawler activity,66
Secret exposed in proxy URL within '.npmrc' file of a Bitbucket repository,67
Secret exposed in proxy URL within '.npmrc' file of a GitHub repository,68
Secret exposed in proxy URL within '.npmrc' file of a Gitlab repository,68
Secret exposed in proxy URL within '.npmrc' file of an Azure repository,66
Secret exposed in registry URL within '.npmrc' file of a Bitbucket repository,68
Secret exposed in registry URL within '.npmrc' file of a GitHub repository,68
Secret exposed in registry URL within '.npmrc' file of a GitLab repository,68
Secret exposed in registry URL within '.npmrc' file of an Azure repository,67
Secrets are exposed in Azure VM customData,69
Secrets exfiltration risk due to malware in AWS EC2 instance containing secrets with traffic to/from suspicious IPs associated with malicious activity,68
Secrets exfiltration risk due to malware in AWS EC2 instance containing secrets with unusual high-volume data transfer activity,68
Secrets exfiltration risk due to malware in Azure Virtual Machine containing secrets with traffic to/from suspicious IPs associated with malicious activity,67
Secrets exfiltration risk due to malware in Azure Virtual Machine containing secrets with unusual high-volume data transfer activity,68
Secrets exfiltration risk due to malware in GCP VM instance containing secrets with traffic to/from suspicious IPs associated with malicious activity,67
Secrets exfiltration risk due to malware in GCP VM instance containing secrets with unusual high-volume data transfer activity,67
Secrets exposure risk due to publicly exposed and vulnerable AWS EC2 instance containing secrets,70
Secrets exposure risk due to publicly exposed and vulnerable Azure VM instance containing secrets,66
Secrets exposure risk due to publicly exposed and vulnerable GCP VM instance containing secrets and having risky IAM write permissions,69
Secrets found in BitBucket webhook URL,69
Secrets found in GitHub webhook URL,70
Secrets found in GitLab webhook URL,70
Secrets found in NPM dependency download URL in Azure repository,65
Secrets found in NPM dependency download URL in BitBucket repository,64
Secrets found in NPM dependency download URL in GitHub repository,65
Secrets found in NPM dependency download URL in GitLab repository,65
Secrets found in console output of a CircleCI pipeline,69
Secrets found in console output of a GitHub Actions pipeline,67
Secrets found in console output of a Jenkins pipeline,70
Secrets found in console output of an Azure pipeline,66
Secrets found in logs of a GitLab CI pipeline,70
Secrets used as environment variables,69
Security Groups are not attached to EC2 instances or ENIs,72
Security Rule in Palo Alto Networks devices with overly broad Source and Destination IPs,77
Security Services tampering risk due to a publicly exposed and vulnerable AWS EC2 instance with risky Defense Evasion permissions,73
Security configuration of the EMR Cluster does not ensure the encryption of EBS disks,78
Security definition uses the deprecated implicit flow on OAuth2,73
Security definitions uses basic auth,76
Security group tampering risk due to a publicly exposed and vulnerable AWS EC2 instance with 'write' permission over security groups,72
Security group tampering risk due to a publicly exposed unauthenticated AWS Lambda function with 'write' permission over security groups,69
Security group tampering risk due to malware in AWS EC2 instance with write permission over security groups,69
Security policies missing descriptions in Palo Alto Networks devices,75
Security rule allows any application on Palo Alto Networks devices,74
Security rule permits any service on Palo Alto Networks devices,74
Security rules apply to all zones on Palo Alto Networks devices,75
Security scopes of operations are not defined in securityDefinition,76
Security zone on Palo Alto Networks devices does not have an associated Zone Protection Profile,72
Self-hosted runner group allows public repositories,68
SendGrid Key detected in code,67
SendinBlue Key detected in code,66
Sensitive cookie without 'HttpOnly' flag,65
Sensitive data exposure risk due to AWS S3 bucket encryption key not configured for key rotation,73
Sensitive data exposure risk due to Azure Storage account encryption key not configured for key rotation,73
Sensitive data exposure risk due to overly permissive AWS S3 bucket using an encryption key configured with wide unrestricted access policies,71
Sensitive data exposure risk due to publicly exposed Azure Storage account using an encryption key configured by access policy with privileged operations,70
Sensitive data exposure risk due to publicly exposed Storage Bucket containing GCP Vertex AI pipeline output data,70
"Sensitive data exposure risk due to publicly exposed and vulnerable AWS EC2 instance (Argo CD, CVE-2022-24348)",72
"Sensitive data exposure risk due to publicly exposed and vulnerable Azure Virtual Machine (Argo CD, CVE-2022-24348)",71
"Sensitive data exposure risk due to publicly exposed and vulnerable GCP VM instance (Argo CD, CVE-2022-24348)",72
Sensitive data exposure risk due to unmonitored and publicly exposed Storage Bucket containing GCP Vertex AI pipeline output data,72
Sensitive data leakage via 'InfoStealer' malware activity detected on a publicly exposed and vulnerable AWS EC2 instance,71
Sensitive data leakage via 'InfoStealer' malware activity detected on a publicly exposed and vulnerable Azure Virtual Machine,72
Sensitive data logging,71
Sensitive data sent via API endpoint exposed to internet without authentication,68
Sensitive data sent via API endpoint exposed to internet without encryption,69
Sensitive information detected in server response,69
Sensitive information exposure in error messages,69
Sensitive machine learning data exposure risk due to publicly exposed Azure Storage account containing sensitive high business impact machine learning data,69
Sentry Token detected in code,68
Server Parameter 'log_retention' is Set to 'OFF' for PostgreSQL Database Server,70
Server Side Request Forgery,67
Server Side Request Forgery (SSRF),66
"Server Side Request Forgery (SSRF) risk due to publicly exposed and vulnerable AWS EC2 instance [Node.js, CVE-2020-28168]",70
"Server Side Request Forgery (SSRF) risk due to publicly exposed and vulnerable AWS Lambda function [Node.js, CVE-2020-28168]",70
"Server Side Request Forgery (SSRF) risk due to publicly exposed and vulnerable Azure Function [Node.js, CVE-2020-28168]",69
"Server Side Request Forgery (SSRF) risk due to publicly exposed and vulnerable Azure Virtual Machine [Node.js, CVE-2020-28168]",69
"Server Side Request Forgery (SSRF) risk due to publicly exposed and vulnerable GCP Cloud Function [Node.js, CVE-2020-28168]",70
"Server Side Request Forgery (SSRF) risk due to publicly exposed and vulnerable GCP VM instance [Node.js, CVE-2020-28168]",69
Server hostnames verified during SSL/TLS connections,68
Server-side request forgery with Python web frameworks,69
Serverless Functions detected with known Vulnerabilities,70
Service Account can assume a Service Account with admin privileges in another account,67
Service Account with Cross Cloud Administrative Access,78
Service Account with a lateral movement finding to admin through code execution on compute resources,71
Service account tokens are not mounted where necessary,73
ServiceAccounts and nodes that can modify services/status may set the `status.loadBalancer.ingress.ip` field to exploit the unfixed CVE-2020-8554 and launch MiTM attacks against the cluster,67
Session Manager data is not encrypted in transit,70
Shellshock payload detected in HTTP traffic,67
Shopify Generic App Token detected in code,68
Shopify Keys detected in code,67
Shopify Private App Token detected in code,68
Slack Token detected in code,67
Slack Webhook URL detected in code,66
Slack bot token detected in code,66
SoftLayer Credential detected in code,69
SonarQube Token detected in code,67
Sourcegraph access token detected in code,72
Spambot activity from a server inside monitored cloud accounts,72
Splunk User Credential detected in code,68
Square Access Token V2 detected in code,71
Square Access Token detected in code,71
Square OAuth Secret detected in code,67
Standard Replication is not enabled,72
State machine does not have X-ray tracing enabled,69
Storage Account name does not follow naming rules,71
Storage Asset with sensitive data found,68
Storage for critical data are not encrypted with Customer Managed Key,74
"Stored Cross Site Scripting risk due to publicly exposed and vulnerable AWS EC2 instance [Jenkins, CVE-2023-27898]",71
"Stored Cross Site scripting risk due to publicly exposed and vulnerable Azure Virtual Machine [Jenkins, CVE-2023-27898]",70
"Stored Cross Site scripting risk due to publicly exposed and vulnerable GCP VM instance [Jenkins, CVE-2023-27898]",71
Stripe Access Key detected in code,69
Stripe Webhook Secret detected in code,65
Strong Copyleft Licenses,68
Sumo Logic Key detected in code,66
Suspicious activity in AI / ML services,69
Suspicious activity in Analytics services,71
Suspicious activity in Application Integration services,70
Suspicious activity in Compute services,69
Suspicious activity in Containers services,67
Suspicious activity in Database services,68
Suspicious activity in Dev Tools services,72
Suspicious activity in IoT services,70
Suspicious activity in Media services,68
Suspicious activity in Migration services,67
Suspicious activity in Monitoring / Management services,72
Suspicious activity in Networking services,69
Suspicious activity in Security services,74
Suspicious activity in Storage services,69
Suspicious activity in Web services,68
Suspicious login activity,70
System/User-assigned managed identity with critical Entra ID permissions,70
TLS Weak Version,67
TLS not enforced in SES configuration set,70
TPU v2 VM is public,67
Telegram Bot Token detected in code,63
Terraform Cloud API Token detected in code,74
Terraform module sources do not use a git url with a commit hash revision,68
Terraform module sources do not use a git url with a tag or commit hash revision,69
Test NACL Enforcement+,74
Test NACL Enforcement+ v2,72
The --anonymous-auth argument is not set to False for API server,77
The --anonymous-auth argument is not set to False for Kubelet,77
The --audit-log-maxage argument is not set appropriately,73
The --audit-log-maxbackup argument is not set appropriately,73
The --audit-log-maxsize argument is not set appropriately,72
The --audit-log-path argument is not set,72
The --authorization-mode argument does not include RBAC,71
The --authorization-mode argument does not include node,71
The --authorization-mode argument is set to AlwaysAllow for API server,78
The --authorization-mode argument is set to AlwaysAllow for Kubelet,78
The --auto-tls argument is set to True,75
The --basic-auth-file argument is Set,69
The --bind-address argument for controller managers is not set to 127.0.0.1,78
